candidate,op,tier,a,b,result,operand_digit_tier_a,operand_digit_tier_b,result_digit_tier,active_columns,carry_count,borrow_count,borrow_chain_length,operand_closeness,c_over_d_ratio
C12,sub,3,944,494,450,3,3,3,3,,1,1,0.5233,0.9109
C12,sub,2,35,19,16,2,2,2,2,,1,1,0.5429,0.8421
C12,sub,2,85,39,46,2,2,2,2,,1,1,0.4588,1.1795
C12,add,3,501,236,737,3,3,3,3,0,,,0.4711,2.1229
C12,add,3,604,176,780,3,3,3,3,1,,,0.2914,3.4318
C12,add,3,445,868,1313,3,3,4,3,3,,,0.5127,0.5127
C12,add,4,1444,5719,7163,4,4,4,4,2,,,0.2525,0.2525
C12,add,4,1396,2292,3688,4,4,4,4,1,,,0.6091,0.6091
C12,sub,2,96,57,39,2,2,2,2,,1,1,0.5938,0.6842
C12,sub,3,808,343,465,3,3,3,3,,1,1,0.4245,1.3557
C12,add,3,562,312,874,3,3,3,3,0,,,0.5552,1.8013
C12,sub,3,789,146,643,3,3,3,3,,0,0,0.185,4.4041
C12,sub,4,5610,1054,4556,4,4,4,4,,2,2,0.1879,4.3226
C12,sub,4,7402,1839,5563,4,4,4,4,,3,3,0.2484,3.025
C12,sub,3,807,718,89,3,3,2,3,,2,2,0.8897,0.124
C12,add,4,3741,2861,6602,4,4,4,4,2,,,0.7648,1.3076
C12,add,2,78,10,88,2,2,2,2,0,,,0.1282,7.8
C12,add,3,713,700,1413,3,3,4,3,1,,,0.9818,1.0186
C12,sub,4,7715,5984,1731,4,4,4,4,,2,2,0.7756,0.2893
C12,sub,2,79,40,39,2,2,2,2,,0,0,0.5063,0.975
C12,sub,4,4428,3531,897,4,4,3,4,,2,2,0.7974,0.254
C12,sub,4,9763,1378,8385,4,4,4,4,,2,2,0.1411,6.0849
C12,add,2,32,71,103,2,2,3,2,1,,,0.4507,0.4507
C12,add,4,2129,1629,3758,4,4,4,4,1,,,0.7651,1.3069
C12,add,4,1496,8411,9907,4,4,4,4,1,,,0.1779,0.1779
C12,add,3,248,128,376,3,3,3,3,1,,,0.5161,1.9375
C12,add,2,66,92,158,2,2,3,2,1,,,0.7174,0.7174
C12,sub,3,932,308,624,3,3,3,3,,1,1,0.3305,2.026
C12,sub,4,8551,5614,2937,4,4,4,4,,2,2,0.6565,0.5232
C12,add,3,679,880,1559,3,3,4,3,2,,,0.7716,0.7716
C12,sub,2,94,55,39,2,2,2,2,,1,1,0.5851,0.7091
C12,sub,4,9552,3314,6238,4,4,4,4,,1,1,0.3469,1.8823
C12,sub,3,997,860,137,3,3,3,3,,0,0,0.8626,0.1593
C12,sub,4,6268,3701,2567,4,4,4,4,,1,1,0.5905,0.6936
C12,sub,4,3922,2307,1615,4,4,4,4,,1,1,0.5882,0.7
C12,sub,2,39,24,15,2,2,2,2,,0,0,0.6154,0.625
C12,add,4,2049,5795,7844,4,4,4,4,2,,,0.3536,0.3536
C12,add,2,16,84,100,2,2,3,2,2,,,0.1905,0.1905
C12,sub,2,82,31,51,2,2,2,2,,0,0,0.378,1.6452
C12,sub,2,98,62,36,2,2,2,2,,0,0,0.6327,0.5806
C12,add,4,5625,1010,6635,4,4,4,4,0,,,0.1796,5.5693
C12,add,4,2136,5695,7831,4,4,4,4,2,,,0.3751,0.3751
C12,sub,3,962,775,187,3,3,3,3,,2,2,0.8056,0.2413
C12,add,2,62,93,155,2,2,3,2,1,,,0.6667,0.6667
C12,sub,4,4158,3448,710,4,4,3,4,,1,1,0.8292,0.2059
C12,sub,4,6305,5723,582,4,4,3,4,,2,2,0.9077,0.1017
C12,add,2,75,10,85,2,2,2,2,0,,,0.1333,7.5
C12,add,2,70,41,111,2,2,3,2,1,,,0.5857,1.7073
C12,add,3,678,425,1103,3,3,4,3,3,,,0.6268,1.5953
C12,sub,3,898,820,78,3,3,2,3,,0,0,0.9131,0.0951
C12,sub,3,944,787,157,3,3,3,3,,2,2,0.8337,0.1995
C12,sub,2,36,14,22,2,2,2,2,,0,0,0.3889,1.5714
C12,sub,2,78,12,66,2,2,2,2,,0,0,0.1538,5.5
C12,sub,3,875,352,523,3,3,3,3,,0,0,0.4023,1.4858
C12,add,3,465,947,1412,3,3,4,3,3,,,0.491,0.491
C12,sub,3,488,322,166,3,3,3,3,,0,0,0.6598,0.5155
C12,sub,4,5747,3548,2199,4,4,4,4,,2,2,0.6174,0.6198
C12,sub,3,581,480,101,3,3,3,3,,0,0,0.8262,0.2104
C12,add,3,592,188,780,3,3,3,3,2,,,0.3176,3.1489
C12,add,2,41,17,58,2,2,2,2,0,,,0.4146,2.4118
C12,sub,3,955,331,624,3,3,3,3,,0,0,0.3466,1.8852
C12,sub,3,363,326,37,3,3,2,3,,1,1,0.8981,0.1135
C12,sub,4,4049,2449,1600,4,4,4,4,,1,1,0.6048,0.6533
C12,sub,2,87,11,76,2,2,2,2,,0,0,0.1264,6.9091
C12,add,4,4664,5130,9794,4,4,4,4,0,,,0.9092,0.9092
C12,add,2,46,78,124,2,2,3,2,2,,,0.5897,0.5897
C12,sub,3,728,589,139,3,3,3,3,,2,2,0.8091,0.236
C12,add,3,171,815,986,3,3,3,3,0,,,0.2098,0.2098
C12,add,2,32,60,92,2,2,2,2,0,,,0.5333,0.5333
C12,add,4,2236,1753,3989,4,4,4,4,0,,,0.784,1.2755
C12,sub,3,340,173,167,3,3,3,3,,2,2,0.5088,0.9653
C12,sub,3,721,231,490,3,3,3,3,,1,1,0.3204,2.1212
C12,add,3,268,871,1139,3,3,4,3,2,,,0.3077,0.3077
C12,sub,2,78,32,46,2,2,2,2,,0,0,0.4103,1.4375
C12,sub,2,58,34,24,2,2,2,2,,0,0,0.5862,0.7059
C12,add,4,2177,5544,7721,4,4,4,4,2,,,0.3927,0.3927
C12,sub,2,92,77,15,2,2,2,2,,1,1,0.837,0.1948
C12,add,3,110,828,938,3,3,3,3,0,,,0.1329,0.1329
C12,add,4,1376,8224,9600,4,4,4,4,2,,,0.1673,0.1673
C12,sub,2,85,62,23,2,2,2,2,,0,0,0.7294,0.371
C12,add,4,4480,2336,6816,4,4,4,4,1,,,0.5214,1.9178
C12,add,2,83,75,158,2,2,3,2,1,,,0.9036,1.1067
C12,sub,4,8601,7561,1040,4,4,4,4,,1,1,0.8791,0.1375
C12,sub,4,7684,4041,3643,4,4,4,4,,0,0,0.5259,0.9015
C12,add,4,5523,1763,7286,4,4,4,4,1,,,0.3192,3.1327
C12,add,3,963,671,1634,3,3,4,3,2,,,0.6968,1.4352
C12,sub,3,985,769,216,3,3,3,3,,1,1,0.7807,0.2809
C12,sub,3,957,861,96,3,3,2,3,,1,1,0.8997,0.1115
C12,add,2,16,79,95,2,2,2,2,1,,,0.2025,0.2025
C12,add,2,79,33,112,2,2,3,2,2,,,0.4177,2.3939
C12,add,2,68,46,114,2,2,3,2,2,,,0.6765,1.4783
C12,sub,3,791,422,369,3,3,3,3,,1,1,0.5335,0.8744
C12,add,2,21,61,82,2,2,2,2,0,,,0.3443,0.3443
C12,add,2,63,15,78,2,2,2,2,0,,,0.2381,4.2
C12,sub,3,608,115,493,3,3,3,3,,1,1,0.1891,4.287
C12,add,2,72,16,88,2,2,2,2,0,,,0.2222,4.5
C12,sub,4,9686,1275,8411,4,4,4,4,,0,0,0.1316,6.5969
C12,sub,4,3119,2084,1035,4,4,4,4,,1,1,0.6682,0.4966
C12,sub,4,8174,7183,991,4,4,3,4,,2,2,0.8788,0.138
C12,sub,2,65,44,21,2,2,2,2,,0,0,0.6769,0.4773
C12,sub,2,46,26,20,2,2,2,2,,0,0,0.5652,0.7692
C12,add,2,43,31,74,2,2,2,2,0,,,0.7209,1.3871
C12,add,3,175,604,779,3,3,3,3,0,,,0.2897,0.2897
C12,sub,4,2395,1451,944,4,4,3,4,,1,1,0.6058,0.6506
C12,sub,3,941,657,284,3,3,3,3,,2,2,0.6982,0.4323
C12,add,4,8350,1403,9753,4,4,4,4,0,,,0.168,5.9515
C12,sub,3,734,169,565,3,3,3,3,,2,2,0.2302,3.3432
C12,add,4,3388,5366,8754,4,4,4,4,2,,,0.6314,0.6314
C12,sub,3,868,195,673,3,3,3,3,,1,1,0.2247,3.4513
C12,sub,2,99,77,22,2,2,2,2,,0,0,0.7778,0.2857
C12,add,4,7149,2329,9478,4,4,4,4,1,,,0.3258,3.0696
C12,add,2,35,12,47,2,2,2,2,0,,,0.3429,2.9167
C12,sub,4,6156,2918,3238,4,4,4,4,,2,2,0.474,1.1097
C12,sub,4,8356,4619,3737,4,4,4,4,,2,2,0.5528,0.809
C12,add,3,113,713,826,3,3,3,3,0,,,0.1585,0.1585
C12,sub,2,64,54,10,2,2,2,2,,0,0,0.8438,0.1852
C12,sub,3,405,334,71,3,3,2,3,,1,1,0.8247,0.2126
C12,add,4,3116,6870,9986,4,4,4,4,0,,,0.4536,0.4536
C12,add,3,587,852,1439,3,3,4,3,2,,,0.689,0.689
C12,add,3,954,233,1187,3,3,4,3,1,,,0.2442,4.0944
C12,add,2,62,45,107,2,2,3,2,1,,,0.7258,1.3778
C12,sub,4,5886,1029,4857,4,4,4,4,,1,1,0.1748,4.7201
C12,add,4,1868,1786,3654,4,4,4,4,3,,,0.9561,1.0459
C12,add,3,109,308,417,3,3,3,3,1,,,0.3539,0.3539
C12,add,3,198,106,304,3,3,3,3,2,,,0.5354,1.8679
C12,add,4,3265,1367,4632,4,4,4,4,2,,,0.4187,2.3884
C12,sub,4,9909,7876,2033,4,4,4,4,,1,1,0.7948,0.2581
C12,add,3,322,115,437,3,3,3,3,0,,,0.3571,2.8
C12,add,4,1277,4083,5360,4,4,4,4,2,,,0.3128,0.3128
C12,sub,4,5279,3090,2189,4,4,4,4,,1,1,0.5853,0.7084
C12,add,2,51,53,104,2,2,3,2,1,,,0.9623,0.9623
C12,sub,4,8432,8042,390,4,4,3,4,,1,1,0.9537,0.0485
C12,add,2,36,60,96,2,2,2,2,0,,,0.6,0.6
C12,add,2,15,92,107,2,2,3,2,1,,,0.163,0.163
C12,sub,4,7303,2305,4998,4,4,4,4,,3,3,0.3156,2.1683
C12,sub,3,435,253,182,3,3,3,3,,1,1,0.5816,0.7194
C12,sub,4,9813,3499,6314,4,4,4,4,,2,2,0.3566,1.8045
C12,sub,2,91,21,70,2,2,2,2,,0,0,0.2308,3.3333
C12,sub,3,522,439,83,3,3,2,3,,2,2,0.841,0.1891
C12,sub,3,633,411,222,3,3,3,3,,0,0,0.6493,0.5401
C12,sub,4,9945,8432,1513,4,4,4,4,,0,0,0.8479,0.1794
C12,add,3,928,166,1094,3,3,4,3,2,,,0.1789,5.5904
C12,sub,2,78,42,36,2,2,2,2,,0,0,0.5385,0.8571
C12,sub,3,486,326,160,3,3,3,3,,0,0,0.6708,0.4908
C12,add,2,64,56,120,2,2,3,2,2,,,0.875,1.1429
C12,add,3,332,202,534,3,3,3,3,0,,,0.6084,1.6436
C12,add,2,24,44,68,2,2,2,2,0,,,0.5455,0.5455
C12,sub,3,743,397,346,3,3,3,3,,2,2,0.5343,0.8715
C12,sub,3,357,257,100,3,3,3,3,,0,0,0.7199,0.3891
C12,add,4,7635,2298,9933,4,4,4,4,2,,,0.301,3.3225
C12,sub,2,83,69,14,2,2,2,2,,1,1,0.8313,0.2029
C12,add,3,824,642,1466,3,3,4,3,1,,,0.7791,1.2835
C12,sub,3,913,666,247,3,3,3,3,,2,2,0.7295,0.3709
C12,add,2,81,56,137,2,2,3,2,1,,,0.6914,1.4464
C12,sub,3,701,615,86,3,3,2,3,,2,2,0.8773,0.1398
C12,sub,3,513,385,128,3,3,3,3,,2,2,0.7505,0.3325
C12,add,3,218,757,975,3,3,3,3,1,,,0.288,0.288
C12,sub,2,99,18,81,2,2,2,2,,0,0,0.1818,4.5
C12,add,4,4762,1163,5925,4,4,4,4,1,,,0.2442,4.0946
C12,sub,3,822,714,108,3,3,3,3,,1,1,0.8686,0.1513
C12,add,2,52,85,137,2,2,3,2,1,,,0.6118,0.6118
C12,add,3,590,101,691,3,3,3,3,0,,,0.1712,5.8416
C12,add,2,16,79,95,2,2,2,2,1,,,0.2025,0.2025
C12,add,3,920,643,1563,3,3,4,3,1,,,0.6989,1.4308
C12,sub,2,88,77,11,2,2,2,2,,0,0,0.875,0.1429
C12,add,3,381,929,1310,3,3,4,3,3,,,0.4101,0.4101
C12,add,3,622,311,933,3,3,3,3,0,,,0.5,2.0
C12,sub,3,968,366,602,3,3,3,3,,0,0,0.3781,1.6448
C12,sub,4,6528,1142,5386,4,4,4,4,,1,1,0.1749,4.7163
C12,add,2,74,37,111,2,2,3,2,2,,,0.5,2.0
C12,sub,4,8437,5247,3190,4,4,4,4,,1,1,0.6219,0.608
C12,add,2,26,11,37,2,2,2,2,0,,,0.4231,2.3636
C12,sub,3,964,391,573,3,3,3,3,,1,1,0.4056,1.4655
C12,add,2,21,34,55,2,2,2,2,0,,,0.6176,0.6176
C12,sub,4,6493,2770,3723,4,4,4,4,,1,1,0.4266,1.344
C12,add,2,58,42,100,2,2,3,2,2,,,0.7241,1.381
C12,sub,4,9486,6554,2932,4,4,4,4,,1,1,0.6909,0.4474
C12,sub,2,64,24,40,2,2,2,2,,0,0,0.375,1.6667
C12,add,4,2854,1259,4113,4,4,4,4,3,,,0.4411,2.2669
C12,sub,2,48,23,25,2,2,2,2,,0,0,0.4792,1.087
C12,sub,4,4784,1057,3727,4,4,4,4,,1,1,0.2209,3.526
C12,add,3,327,444,771,3,3,3,3,1,,,0.7365,0.7365
C12,add,3,533,471,1004,3,3,4,3,2,,,0.8837,1.1316
C12,add,2,62,98,160,2,2,3,2,2,,,0.6327,0.6327
C12,sub,4,8914,1134,7780,4,4,4,4,,1,1,0.1272,6.8607
C12,add,3,238,690,928,3,3,3,3,1,,,0.3449,0.3449
C12,add,3,548,735,1283,3,3,4,3,2,,,0.7456,0.7456
C12,sub,4,7373,3565,3808,4,4,4,4,,2,2,0.4835,1.0682
C12,add,2,72,43,115,2,2,3,2,1,,,0.5972,1.6744
C12,add,3,108,555,663,3,3,3,3,1,,,0.1946,0.1946
C12,add,2,95,37,132,2,2,3,2,2,,,0.3895,2.5676
C12,add,2,29,38,67,2,2,2,2,1,,,0.7632,0.7632
C12,add,2,99,16,115,2,2,3,2,2,,,0.1616,6.1875
C12,add,3,142,862,1004,3,3,4,3,2,,,0.1647,0.1647
C12,add,3,332,301,633,3,3,3,3,0,,,0.9066,1.103
C12,add,2,43,16,59,2,2,2,2,0,,,0.3721,2.6875
C12,sub,4,8180,1482,6698,4,4,4,4,,3,3,0.1812,4.5196
C12,sub,3,240,188,52,3,3,2,3,,2,2,0.7833,0.2766
C12,add,2,70,59,129,2,2,3,2,1,,,0.8429,1.1864
C12,add,2,48,69,117,2,2,3,2,2,,,0.6957,0.6957
C12,add,2,45,81,126,2,2,3,2,1,,,0.5556,0.5556
C12,add,3,823,165,988,3,3,3,3,0,,,0.2005,4.9879
C12,add,3,705,523,1228,3,3,4,3,1,,,0.7418,1.348
C12,add,2,85,57,142,2,2,3,2,2,,,0.6706,1.4912
C12,sub,2,92,49,43,2,2,2,2,,1,1,0.5326,0.8776
C12,sub,3,371,191,180,3,3,3,3,,1,1,0.5148,0.9424
C12,add,2,20,86,106,2,2,3,2,1,,,0.2326,0.2326
C12,add,3,725,708,1433,3,3,4,3,2,,,0.9766,1.024
C12,sub,4,7775,4077,3698,4,4,4,4,,2,2,0.5244,0.907
C12,sub,3,994,214,780,3,3,3,3,,0,0,0.2153,3.6449
C12,add,2,20,21,41,2,2,2,2,0,,,0.9524,0.9524
C12,sub,4,5356,4920,436,4,4,3,4,,1,1,0.9186,0.0886
C12,add,2,22,48,70,2,2,2,2,1,,,0.4583,0.4583
C12,add,2,45,91,136,2,2,3,2,1,,,0.4945,0.4945
C12,add,3,692,814,1506,3,3,4,3,2,,,0.8501,0.8501
C12,add,3,865,631,1496,3,3,4,3,1,,,0.7295,1.3708
C12,add,3,898,769,1667,3,3,4,3,3,,,0.8563,1.1678
C12,add,2,29,34,63,2,2,2,2,1,,,0.8529,0.8529
C12,add,2,15,68,83,2,2,2,2,1,,,0.2206,0.2206
C12,sub,4,7585,6663,922,4,4,3,4,,1,1,0.8784,0.1384
C12,sub,3,973,767,206,3,3,3,3,,1,1,0.7883,0.2686
C12,sub,2,45,27,18,2,2,2,2,,1,1,0.6,0.6667
C12,add,4,2009,2014,4023,4,4,4,4,1,,,0.9975,0.9975
C12,sub,2,91,34,57,2,2,2,2,,1,1,0.3736,1.6765
C12,sub,2,63,53,10,2,2,2,2,,0,0,0.8413,0.1887
C12,sub,2,44,29,15,2,2,2,2,,1,1,0.6591,0.5172
C12,sub,4,8932,2105,6827,4,4,4,4,,1,1,0.2357,3.2432
C12,add,3,393,791,1184,3,3,4,3,2,,,0.4968,0.4968
C12,add,2,38,57,95,2,2,2,2,1,,,0.6667,0.6667
C12,sub,2,76,33,43,2,2,2,2,,0,0,0.4342,1.303
C12,sub,3,671,214,457,3,3,3,3,,1,1,0.3189,2.1355
C12,add,3,703,600,1303,3,3,4,3,1,,,0.8535,1.1717
C12,add,3,845,299,1144,3,3,4,3,3,,,0.3538,2.8261
C12,sub,2,30,12,18,2,2,2,2,,1,1,0.4,1.5
C12,add,3,764,946,1710,3,3,4,3,3,,,0.8076,0.8076
C12,add,3,225,304,529,3,3,3,3,0,,,0.7401,0.7401
C12,sub,4,6822,2685,4137,4,4,4,4,,2,2,0.3936,1.5408
C12,add,2,64,23,87,2,2,2,2,0,,,0.3594,2.7826
C12,add,2,14,96,110,2,2,3,2,2,,,0.1458,0.1458
C12,add,3,314,784,1098,3,3,4,3,1,,,0.4005,0.4005
C12,add,3,405,651,1056,3,3,4,3,1,,,0.6221,0.6221
C12,add,2,84,51,135,2,2,3,2,1,,,0.6071,1.6471
C12,sub,3,764,151,613,3,3,3,3,,0,0,0.1976,4.0596
C12,add,2,91,85,176,2,2,3,2,1,,,0.9341,1.0706
C12,sub,4,8802,7458,1344,4,4,4,4,,2,2,0.8473,0.1802
C12,add,2,39,65,104,2,2,3,2,2,,,0.6,0.6
C12,add,4,7033,1537,8570,4,4,4,4,1,,,0.2185,4.5758
C12,add,3,137,149,286,3,3,3,3,1,,,0.9195,0.9195
C12,sub,3,806,332,474,3,3,3,3,,1,1,0.4119,1.4277
C12,add,3,877,793,1670,3,3,4,3,3,,,0.9042,1.1059
C12,add,2,53,85,138,2,2,3,2,1,,,0.6235,0.6235
C12,sub,3,958,479,479,3,3,3,3,,2,2,0.5,1.0
C12,sub,2,46,14,32,2,2,2,2,,0,0,0.3043,2.2857
C12,sub,4,4711,3583,1128,4,4,4,4,,2,2,0.7606,0.3148
C12,add,3,136,144,280,3,3,3,3,1,,,0.9444,0.9444
C12,sub,4,8954,8834,120,4,4,3,4,,0,0,0.9866,0.0136
C12,sub,4,4440,2529,1911,4,4,4,4,,2,2,0.5696,0.7556
C12,add,2,76,20,96,2,2,2,2,0,,,0.2632,3.8
C12,sub,2,61,22,39,2,2,2,2,,1,1,0.3607,1.7727
C12,sub,4,8505,2025,6480,4,4,4,4,,1,1,0.2381,3.2
C12,add,4,1747,1309,3056,4,4,4,4,2,,,0.7493,1.3346
C12,sub,4,4462,3514,948,4,4,3,4,,2,2,0.7875,0.2698
C12,sub,2,75,27,48,2,2,2,2,,1,1,0.36,1.7778
C12,add,3,777,849,1626,3,3,4,3,3,,,0.9152,0.9152
C12,sub,4,8671,5775,2896,4,4,4,4,,3,3,0.666,0.5015
C12,sub,2,53,28,25,2,2,2,2,,1,1,0.5283,0.8929
C12,sub,4,8151,5937,2214,4,4,4,4,,2,2,0.7284,0.3729
C12,add,2,97,84,181,2,2,3,2,2,,,0.866,1.1548
C12,add,2,95,51,146,2,2,3,2,1,,,0.5368,1.8627
C12,add,4,6247,2964,9211,4,4,4,4,3,,,0.4745,2.1076
C12,sub,4,9224,5237,3987,4,4,4,4,,3,3,0.5678,0.7613
C12,add,3,292,908,1200,3,3,4,3,3,,,0.3216,0.3216
C12,sub,3,605,483,122,3,3,3,3,,1,1,0.7983,0.2526
C12,sub,2,74,17,57,2,2,2,2,,1,1,0.2297,3.3529
C12,add,3,709,711,1420,3,3,4,3,2,,,0.9972,0.9972
C12,sub,3,955,715,240,3,3,3,3,,0,0,0.7487,0.3357
C12,sub,3,413,201,212,3,3,3,3,,0,0,0.4867,1.0547
C12,add,3,957,699,1656,3,3,4,3,3,,,0.7304,1.3691
C12,sub,2,61,27,34,2,2,2,2,,1,1,0.4426,1.2593
C12,add,3,754,854,1608,3,3,4,3,2,,,0.8829,0.8829
C12,sub,4,9070,2439,6631,4,4,4,4,,2,2,0.2689,2.7187
C12,sub,2,72,62,10,2,2,2,2,,0,0,0.8611,0.1613
C12,sub,3,276,176,100,3,3,3,3,,0,0,0.6377,0.5682
C12,add,2,89,64,153,2,2,3,2,2,,,0.7191,1.3906
C12,sub,2,79,51,28,2,2,2,2,,0,0,0.6456,0.549
C12,sub,2,72,21,51,2,2,2,2,,0,0,0.2917,2.4286
C12,sub,3,784,198,586,3,3,3,3,,2,2,0.2526,2.9596
C12,add,4,3036,1427,4463,4,4,4,4,1,,,0.47,2.1275
C12,add,4,2437,5868,8305,4,4,4,4,3,,,0.4153,0.4153
C12,sub,2,69,35,34,2,2,2,2,,0,0,0.5072,0.9714
C12,add,2,17,21,38,2,2,2,2,0,,,0.8095,0.8095
C12,sub,3,640,543,97,3,3,2,3,,2,2,0.8484,0.1786
C12,sub,4,9529,1805,7724,4,4,4,4,,1,1,0.1894,4.2792
C12,sub,4,4148,3614,534,4,4,3,4,,1,1,0.8713,0.1478
C12,sub,2,74,64,10,2,2,2,2,,0,0,0.8649,0.1562
C12,add,3,395,513,908,3,3,3,3,1,,,0.77,0.77
C12,sub,4,7410,6600,810,4,4,3,4,,1,1,0.8907,0.1227
C12,add,3,834,978,1812,3,3,4,3,3,,,0.8528,0.8528
C12,sub,4,7723,1910,5813,4,4,4,4,,1,1,0.2473,3.0435
C12,sub,2,95,35,60,2,2,2,2,,0,0,0.3684,1.7143
C12,add,3,711,747,1458,3,3,4,3,1,,,0.9518,0.9518
C12,sub,4,6370,4099,2271,4,4,4,4,,2,2,0.6435,0.554
C12,sub,2,77,28,49,2,2,2,2,,1,1,0.3636,1.75
C12,add,2,44,53,97,2,2,2,2,0,,,0.8302,0.8302
C12,sub,3,995,676,319,3,3,3,3,,1,1,0.6794,0.4719
C12,sub,4,6980,3568,3412,4,4,4,4,,1,1,0.5112,0.9563
C12,add,3,851,211,1062,3,3,4,3,1,,,0.2479,4.0332
C12,add,3,675,642,1317,3,3,4,3,2,,,0.9511,1.0514
C12,sub,4,8602,6063,2539,4,4,4,4,,2,2,0.7048,0.4188
C12,add,2,20,32,52,2,2,2,2,0,,,0.625,0.625
C12,sub,4,8315,2171,6144,4,4,4,4,,1,1,0.2611,2.83
C12,sub,3,146,104,42,3,3,2,3,,0,0,0.7123,0.4038
C12,sub,3,351,172,179,3,3,3,3,,2,2,0.49,1.0407
C12,sub,2,69,47,22,2,2,2,2,,0,0,0.6812,0.4681
C12,add,2,77,60,137,2,2,3,2,1,,,0.7792,1.2833
C12,sub,4,4455,3623,832,4,4,3,4,,1,1,0.8132,0.2296
C12,sub,3,729,585,144,3,3,3,3,,1,1,0.8025,0.2462
C12,sub,3,549,451,98,3,3,2,3,,1,1,0.8215,0.2173
C12,add,3,822,512,1334,3,3,4,3,1,,,0.6229,1.6055
C12,add,3,491,312,803,3,3,3,3,1,,,0.6354,1.5737
C12,sub,3,256,205,51,3,3,2,3,,0,0,0.8008,0.2488
C12,add,3,114,856,970,3,3,3,3,1,,,0.1332,0.1332
C12,sub,3,632,130,502,3,3,3,3,,0,0,0.2057,3.8615
C12,sub,3,654,373,281,3,3,3,3,,1,1,0.5703,0.7534
C12,add,4,3806,4820,8626,4,4,4,4,1,,,0.7896,0.7896
C12,sub,4,8967,8699,268,4,4,3,4,,2,2,0.9701,0.0308
C12,sub,3,380,117,263,3,3,3,3,,1,1,0.3079,2.2479
C12,sub,3,864,193,671,3,3,3,3,,1,1,0.2234,3.4767
C12,sub,4,8746,4080,4666,4,4,4,4,,1,1,0.4665,1.1436
C12,sub,2,94,77,17,2,2,2,2,,1,1,0.8191,0.2208
C12,sub,2,74,10,64,2,2,2,2,,0,0,0.1351,6.4
C12,sub,4,1832,1217,615,4,4,3,4,,1,1,0.6643,0.5053
C12,add,3,675,133,808,3,3,3,3,1,,,0.197,5.0752
C12,sub,4,7757,3424,4333,4,4,4,4,,0,0,0.4414,1.2655
C12,add,2,36,66,102,2,2,3,2,2,,,0.5455,0.5455
C12,sub,4,7987,3836,4151,4,4,4,4,,0,0,0.4803,1.0821
C12,add,2,12,41,53,2,2,2,2,0,,,0.2927,0.2927
C12,add,3,420,521,941,3,3,3,3,0,,,0.8061,0.8061
C12,sub,3,875,572,303,3,3,3,3,,0,0,0.6537,0.5297
C12,sub,3,740,573,167,3,3,3,3,,2,2,0.7743,0.2914
C12,add,3,595,738,1333,3,3,4,3,3,,,0.8062,0.8062
C12,sub,4,4393,2307,2086,4,4,4,4,,1,1,0.5252,0.9042
C12,add,2,21,11,32,2,2,2,2,0,,,0.5238,1.9091
C12,sub,2,81,37,44,2,2,2,2,,1,1,0.4568,1.1892
C12,sub,4,8625,1566,7059,4,4,4,4,,2,2,0.1816,4.5077
C12,sub,4,5347,1593,3754,4,4,4,4,,2,2,0.2979,2.3566
C12,sub,2,42,17,25,2,2,2,2,,1,1,0.4048,1.4706
C12,sub,2,63,26,37,2,2,2,2,,1,1,0.4127,1.4231
C12,add,2,65,79,144,2,2,3,2,2,,,0.8228,0.8228
C12,add,2,41,29,70,2,2,2,2,1,,,0.7073,1.4138
C12,sub,2,85,65,20,2,2,2,2,,0,0,0.7647,0.3077
C12,sub,2,56,24,32,2,2,2,2,,0,0,0.4286,1.3333
C12,sub,4,8651,6068,2583,4,4,4,4,,2,2,0.7014,0.4257
C12,add,2,49,34,83,2,2,2,2,1,,,0.6939,1.4412
C12,sub,3,437,141,296,3,3,3,3,,1,1,0.3227,2.0993
C12,sub,4,5103,3831,1272,4,4,4,4,,2,2,0.7507,0.332
C12,sub,3,972,507,465,3,3,3,3,,1,1,0.5216,0.9172
C12,sub,2,61,49,12,2,2,2,2,,1,1,0.8033,0.2449
C12,add,2,33,39,72,2,2,2,2,1,,,0.8462,0.8462
C12,add,2,69,43,112,2,2,3,2,2,,,0.6232,1.6047
C12,sub,3,234,163,71,3,3,2,3,,1,1,0.6966,0.4356
C12,add,3,492,781,1273,3,3,4,3,2,,,0.63,0.63
C12,sub,2,61,20,41,2,2,2,2,,0,0,0.3279,2.05
C12,sub,4,9452,8514,938,4,4,3,4,,2,2,0.9008,0.1102
C12,add,3,774,677,1451,3,3,4,3,3,,,0.8747,1.1433
C12,sub,4,5647,2933,2714,4,4,4,4,,1,1,0.5194,0.9253
C12,add,3,589,180,769,3,3,3,3,1,,,0.3056,3.2722
C12,sub,3,998,449,549,3,3,3,3,,1,1,0.4499,1.2227
C12,add,4,2659,1758,4417,4,4,4,4,3,,,0.6612,1.5125
C12,add,3,599,833,1432,3,3,4,3,3,,,0.7191,0.7191
C12,add,3,972,181,1153,3,3,4,3,2,,,0.1862,5.3702
C12,sub,4,8859,5895,2964,4,4,4,4,,2,2,0.6654,0.5028
C12,sub,4,7946,4157,3789,4,4,4,4,,2,2,0.5232,0.9115
C12,add,3,779,844,1623,3,3,4,3,3,,,0.923,0.923
C12,add,4,1794,8079,9873,4,4,4,4,2,,,0.2221,0.2221
C12,add,3,565,983,1548,3,3,4,3,2,,,0.5748,0.5748
C12,add,3,871,423,1294,3,3,4,3,1,,,0.4856,2.0591
C12,add,4,7095,1479,8574,4,4,4,4,2,,,0.2085,4.7972
